date,is_holiday,is_weekday,weather_situation,temp_celsius,apparent_temp_celsius,humidity_percent,windspeed_kph,casual_users,registered_users,total_users,day_name,windspeed_outlier,is_holiday_check,is_weekday_check,weather_situation_check
23-08-2011 00:00,NO,YES,1,22.5,22.5,49.5,12,1281,4614,5895,Tuesday,FALSE,Valid,Valid,Valid
24-08-2011 00:00,NO,YES,1,26,27,59,20,949,4181,5130,Wednesday,FALSE,Valid,Valid,Valid
25-08-2011 00:00,NO,YES,2,25,25,78,20,435,3107,3542,Thursday,FALSE,Valid,Valid,Valid
26-08-2011 00:00,NO,YES,1,27,30,79,7,768,3893,4661,Friday,FALSE,Valid,Valid,Valid
27-08-2011 00:00,NO,NO,2,24,25,84,29.5,226,889,1115,Saturday,TRUE,Valid,Valid,Valid
28-08-2011 00:00,NO,NO,1,24,24,65,26,1415,2919,4334,Sunday,FALSE,Valid,Valid,Valid
29-08-2011 00:00,NO,YES,1,22.5,22.5,53,11,729,3905,4634,Monday,FALSE,Valid,Valid,Valid
30-08-2011 00:00,NO,YES,1,23.5,23.5,53.5,9,775,4429,5204,Tuesday,FALSE,Valid,Valid,Valid
31-08-2011 00:00,NO,YES,1,24,24,61,6,688,4370,5058,Wednesday,FALSE,Valid,Valid,Valid
01-09-2011 00:00,NO,YES,1,24,24,59.5,9,783,4332,5115,Thursday,FALSE,Valid,Valid,Valid
02-09-2011 00:00,NO,YES,2,23,23,74,9,875,3852,4727,Friday,FALSE,Valid,Valid,Valid
03-09-2011 00:00,NO,NO,1,24,24.5,70,11,1935,2549,4484,Saturday,FALSE,Valid,Valid,Valid
04-09-2011 00:00,NO,NO,1,27,29,74,13,2521,2419,4940,Sunday,FALSE,Valid,Valid,Valid
05-09-2011 00:00,YES,YES,2,24.5,25,76,11,1236,2115,3351,Monday,FALSE,Valid,Valid,Valid
06-09-2011 00:00,NO,YES,3,18,18,88,24,204,2506,2710,Tuesday,FALSE,Valid,Valid,Valid
07-09-2011 00:00,NO,YES,3,21,21,94,7,118,1878,1996,Wednesday,FALSE,Valid,Valid,Valid
08-09-2011 00:00,NO,YES,3,22,23,94,11,153,1689,1842,Thursday,FALSE,Valid,Valid,Valid
09-09-2011 00:00,NO,YES,2,22,23,94,9,417,3127,3544,Friday,FALSE,Valid,Valid,Valid
10-09-2011 00:00,NO,NO,1,23,23,78,9,1750,3595,5345,Saturday,FALSE,Valid,Valid,Valid
11-09-2011 00:00,NO,NO,1,23,23,73,7,1633,3413,5046,Sunday,FALSE,Valid,Valid,Valid
12-09-2011 00:00,NO,YES,1,23,23,71.5,6,690,4023,4713,Monday,FALSE,Valid,Valid,Valid
13-09-2011 00:00,NO,YES,1,23,23,76,9,701,4062,4763,Tuesday,FALSE,Valid,Valid,Valid
14-09-2011 00:00,NO,YES,1,24,24,69.5,10,647,4138,4785,Wednesday,FALSE,Valid,Valid,Valid
15-09-2011 00:00,NO,YES,2,21.5,21.5,69,18,428,3231,3659,Thursday,FALSE,Valid,Valid,Valid
16-09-2011 00:00,NO,YES,2,16,16,57,12,742,4018,4760,Friday,FALSE,Valid,Valid,Valid
17-09-2011 00:00,NO,NO,2,16,16,72,13,1434,3077,4511,Saturday,FALSE,Valid,Valid,Valid
18-09-2011 00:00,NO,NO,1,17.5,17.5,68,13,1353,2921,4274,Sunday,FALSE,Valid,Valid,Valid
19-09-2011 00:00,NO,YES,2,19,19,68,11,691,3848,4539,Monday,FALSE,Valid,Valid,Valid
20-09-2011 00:00,NO,YES,2,19,19,88,11,438,3203,3641,Tuesday,FALSE,Valid,Valid,Valid
21-09-2011 00:00,NO,YES,2,21.5,21.5,94,6.5,539,3813,4352,Wednesday,FALSE,Valid,Valid,Valid
22-09-2011 00:00,NO,YES,2,22,23,94,7,555,4240,4795,Thursday,FALSE,Valid,Valid,Valid
23-09-2011 00:00,NO,YES,2,22,23,94,6,258,2137,2395,Friday,FALSE,Valid,Valid,Valid
24-09-2011 00:00,NO,NO,2,22,22,88,6,1776,3647,5423,Saturday,FALSE,Valid,Valid,Valid
25-09-2011 00:00,NO,NO,2,22.5,23,85.5,3,1544,3466,5010,Sunday,FALSE,Valid,Valid,Valid
26-09-2011 00:00,NO,YES,2,23,24,88,9,684,3946,4630,Monday,FALSE,Valid,Valid,Valid
27-09-2011 00:00,NO,YES,2,22.5,23.5,89,7,477,3643,4120,Tuesday,FALSE,Valid,Valid,Valid
28-09-2011 00:00,NO,YES,2,21,21,88,8,480,3427,3907,Wednesday,FALSE,Valid,Valid,Valid
29-09-2011 00:00,NO,YES,1,21,21,66.5,13,653,4186,4839,Thursday,FALSE,Valid,Valid,Valid
30-09-2011 00:00,NO,YES,1,18,18,57,13,830,4372,5202,Friday,FALSE,Valid,Valid,Valid
01-10-2011 00:00,NO,NO,2,11,11,77,22,480,1949,2429,Saturday,FALSE,Valid,Valid,Valid
02-10-2011 00:00,NO,NO,2,9,6,82,15,616,2302,2918,Sunday,FALSE,Valid,Valid,Valid
03-10-2011 00:00,NO,YES,2,11,11,77,7,330,3240,3570,Monday,FALSE,Valid,Valid,Valid
04-10-2011 00:00,NO,YES,1,15.5,15.5,70,15,486,3970,4456,Tuesday,FALSE,Valid,Valid,Valid
05-10-2011 00:00,NO,YES,1,17,17,68.5,11,559,4267,4826,Wednesday,FALSE,Valid,Valid,Valid
06-10-2011 00:00,NO,YES,1,15.5,15.5,63,9,639,4126,4765,Thursday,FALSE,Valid,Valid,Valid
07-10-2011 00:00,NO,YES,1,16,16,68,0,949,4036,4985,Friday,FALSE,Valid,Valid,Valid
08-10-2011 00:00,NO,NO,1,16.5,16.5,77,0,2235,3174,5409,Saturday,FALSE,Valid,Valid,Valid
09-10-2011 00:00,NO,NO,1,17.5,17.5,80,6,2397,3114,5511,Sunday,FALSE,Valid,Valid,Valid
10-10-2011 00:00,YES,YES,1,19,19,80.5,0,1514,3603,5117,Monday,FALSE,Valid,Valid,Valid
11-10-2011 00:00,NO,YES,2,20,20,83,10,667,3896,4563,Tuesday,FALSE,Valid,Valid,Valid
12-10-2011 00:00,NO,YES,3,18,18,91,17,217,2199,2416,Wednesday,FALSE,Valid,Valid,Valid
13-10-2011 00:00,NO,YES,2,20,20,88,9,290,2623,2913,Thursday,FALSE,Valid,Valid,Valid
14-10-2011 00:00,NO,YES,2,19,19,88,13,529,3115,3644,Friday,FALSE,Valid,Valid,Valid
15-10-2011 00:00,NO,NO,1,16,16,47,14,1899,3318,5217,Saturday,FALSE,Valid,Valid,Valid
16-10-2011 00:00,NO,NO,1,18,18,49,18,1748,3293,5041,Sunday,FALSE,Valid,Valid,Valid
17-10-2011 00:00,NO,YES,1,18,18,55.5,11,713,3857,4570,Monday,FALSE,Valid,Valid,Valid
18-10-2011 00:00,NO,YES,2,17.5,17.5,72.5,7,637,4111,4748,Tuesday,FALSE,Valid,Valid,Valid
19-10-2011 00:00,NO,YES,3,17.5,17.5,94,13,254,2170,2424,Wednesday,FALSE,Valid,Valid,Valid
20-10-2011 00:00,NO,YES,1,15,15,58,28,471,3724,4195,Thursday,TRUE,Valid,Valid,Valid
21-10-2011 00:00,NO,YES,1,12,12,56.5,15,676,3628,4304,Friday,FALSE,Valid,Valid,Valid
22-10-2011 00:00,NO,NO,1,11.5,11.5,63,6,1499,2809,4308,Saturday,FALSE,Valid,Valid,Valid
23-10-2011 00:00,NO,NO,1,12,12,77,7,1619,2762,4381,Sunday,FALSE,Valid,Valid,Valid
24-10-2011 00:00,NO,YES,1,14,14,82,7,699,3488,4187,Monday,FALSE,Valid,Valid,Valid
25-10-2011 00:00,NO,YES,1,14,14,67.5,9,695,3992,4687,Tuesday,FALSE,Valid,Valid,Valid
26-10-2011 00:00,NO,YES,2,15.5,15.5,72,11,404,3490,3894,Wednesday,FALSE,Valid,Valid,Valid
27-10-2011 00:00,NO,YES,2,15,15,85.5,10,240,2419,2659,Thursday,FALSE,Valid,Valid,Valid
28-10-2011 00:00,NO,YES,2,7.5,5,61,16,456,3291,3747,Friday,FALSE,Valid,Valid,Valid
29-10-2011 00:00,NO,NO,3,4,1.5,87,24,57,570,627,Saturday,FALSE,Valid,Valid,Valid
30-10-2011 00:00,NO,NO,1,6.5,6,66,14,885,2446,3331,Sunday,FALSE,Valid,Valid,Valid
31-10-2011 00:00,NO,YES,1,8,6,76,8,362,3307,3669,Monday,FALSE,Valid,Valid,Valid
01-11-2011 00:00,NO,YES,1,10,10,71.5,10,410,3658,4068,Tuesday,FALSE,Valid,Valid,Valid
02-11-2011 00:00,NO,YES,1,9.5,8.5,74,6.5,370,3816,4186,Wednesday,FALSE,Valid,Valid,Valid
03-11-2011 00:00,NO,YES,1,11,11,76,9,318,3656,3974,Thursday,FALSE,Valid,Valid,Valid
04-11-2011 00:00,NO,YES,2,11,11,61,22,470,3576,4046,Friday,FALSE,Valid,Valid,Valid
05-11-2011 00:00,NO,NO,1,7,5,53,15,1156,2770,3926,Saturday,FALSE,Valid,Valid,Valid
06-11-2011 00:00,NO,NO,1,9,8,78.5,6,952,2697,3649,Sunday,FALSE,Valid,Valid,Valid
07-11-2011 00:00,NO,YES,1,9,8,84.5,6,373,3662,4035,Monday,FALSE,Valid,Valid,Valid
08-11-2011 00:00,NO,YES,1,10,10,79.5,6,376,3829,4205,Tuesday,FALSE,Valid,Valid,Valid
09-11-2011 00:00,NO,YES,1,11,11,87,0,305,3804,4109,Wednesday,FALSE,Valid,Valid,Valid
10-11-2011 00:00,NO,YES,2,9,7,82,15,190,2743,2933,Thursday,FALSE,Valid,Valid,Valid
11-11-2011 00:00,YES,YES,1,7,4,43,20.5,440,2928,3368,Friday,FALSE,Valid,Valid,Valid
12-11-2011 00:00,NO,NO,1,11,11,58,15,1275,2792,4067,Saturday,FALSE,Valid,Valid,Valid
13-11-2011 00:00,NO,NO,1,14,14,44,20,1004,2713,3717,Sunday,FALSE,Valid,Valid,Valid
14-11-2011 00:00,NO,YES,1,19,19,61.5,20,595,3891,4486,Monday,FALSE,Valid,Valid,Valid
15-11-2011 00:00,NO,YES,2,18,18,68,12,449,3746,4195,Tuesday,FALSE,Valid,Valid,Valid
16-11-2011 00:00,NO,YES,3,14,14,94,9,145,1672,1817,Wednesday,FALSE,Valid,Valid,Valid
17-11-2011 00:00,NO,YES,2,8,4,52,20,139,2914,3053,Thursday,FALSE,Valid,Valid,Valid
18-11-2011 00:00,NO,YES,1,4,2,43,11,245,3147,3392,Friday,FALSE,Valid,Valid,Valid
19-11-2011 00:00,NO,NO,1,9,7.5,52.5,17,943,2720,3663,Saturday,FALSE,Valid,Valid,Valid
20-11-2011 00:00,NO,NO,2,14,14,67,13,787,2733,3520,Sunday,FALSE,Valid,Valid,Valid
21-11-2011 00:00,NO,YES,3,13,13,94,10,220,2545,2765,Monday,FALSE,Valid,Valid,Valid
22-11-2011 00:00,NO,YES,3,11.5,11.5,94,7,69,1538,1607,Tuesday,FALSE,Valid,Valid,Valid
23-11-2011 00:00,NO,YES,2,13,13,66.5,26,112,2454,2566,Wednesday,FALSE,Valid,Valid,Valid
24-11-2011 00:00,YES,YES,1,9,7,61,10,560,935,1495,Thursday,FALSE,Valid,Valid,Valid
25-11-2011 00:00,NO,YES,1,8.5,7.5,71,7,1095,1697,2792,Friday,FALSE,Valid,Valid,Valid
26-11-2011 00:00,NO,NO,1,9.5,9.5,76,6,1249,1819,3068,Saturday,FALSE,Valid,Valid,Valid
27-11-2011 00:00,NO,NO,1,15,15,72,17,810,2261,3071,Sunday,FALSE,Valid,Valid,Valid
28-11-2011 00:00,NO,YES,1,17,17,77.5,9,253,3614,3867,Monday,FALSE,Valid,Valid,Valid
29-11-2011 00:00,NO,YES,2,12,12,83,20,96,2818,2914,Tuesday,FALSE,Valid,Valid,Valid
30-11-2011 00:00,NO,YES,1,7,4,57,19,188,3425,3613,Wednesday,FALSE,Valid,Valid,Valid
01-12-2011 00:00,NO,YES,1,6,4,56,15,182,3545,3727,Thursday,FALSE,Valid,Valid,Valid
02-12-2011 00:00,NO,YES,1,7,5,58,6,268,3672,3940,Friday,FALSE,Valid,Valid,Valid
03-12-2011 00:00,NO,NO,1,6,4.5,63.5,6,706,2908,3614,Saturday,FALSE,Valid,Valid,Valid
04-12-2011 00:00,NO,NO,1,8,7,81,7,634,2851,3485,Sunday,FALSE,Valid,Valid,Valid
05-12-2011 00:00,NO,YES,2,12,12,87,6,233,3578,3811,Monday,FALSE,Valid,Valid,Valid
06-12-2011 00:00,NO,YES,3,14,14,100,15,126,2468,2594,Tuesday,FALSE,Valid,Valid,Valid
07-12-2011 00:00,NO,YES,3,13,13,100,16,50,655,705,Wednesday,FALSE,Valid,Valid,Valid
08-12-2011 00:00,NO,YES,1,4,2,56,15,150,3172,3322,Thursday,FALSE,Valid,Valid,Valid
09-12-2011 00:00,NO,YES,1,5.5,4.5,73,6,261,3359,3620,Friday,FALSE,Valid,Valid,Valid
10-12-2011 00:00,NO,NO,1,4,2,49.5,15,502,2688,3190,Saturday,FALSE,Valid,Valid,Valid
11-12-2011 00:00,NO,NO,1,2,3,56,0,377,2366,2743,Sunday,FALSE,Valid,Valid,Valid
12-12-2011 00:00,NO,YES,1,3.5,4,70,6,143,3167,3310,Monday,FALSE,Valid,Valid,Valid
13-12-2011 00:00,NO,YES,1,6,4,53,11,155,3368,3523,Tuesday,FALSE,Valid,Valid,Valid
14-12-2011 00:00,NO,YES,2,7,6,66,6,178,3562,3740,Wednesday,FALSE,Valid,Valid,Valid
15-12-2011 00:00,NO,YES,2,14,14,63.5,19,181,3528,3709,Thursday,FALSE,Valid,Valid,Valid
16-12-2011 00:00,NO,YES,2,8,5,46,18,178,3399,3577,Friday,FALSE,Valid,Valid,Valid
17-12-2011 00:00,NO,NO,2,4,1,56,16,275,2464,2739,Saturday,FALSE,Valid,Valid,Valid
18-12-2011 00:00,NO,NO,1,2,1.5,60,11,220,2211,2431,Sunday,FALSE,Valid,Valid,Valid
19-12-2011 00:00,NO,YES,1,7,5,59.5,11,260,3143,3403,Monday,FALSE,Valid,Valid,Valid
20-12-2011 00:00,NO,YES,2,9.5,9,60.5,0,216,3534,3750,Tuesday,FALSE,Valid,Valid,Valid
21-12-2011 00:00,NO,YES,2,13,13,88,17,107,2553,2660,Wednesday,FALSE,Valid,Valid,Valid
22-12-2011 00:00,NO,YES,2,13,13,82,0,227,2841,3068,Thursday,FALSE,Valid,Valid,Valid
23-12-2011 00:00,NO,YES,1,10,8,66,17,163,2046,2209,Friday,FALSE,Valid,Valid,Valid
24-12-2011 00:00,NO,NO,1,6,4,54.5,11,155,856,1011,Saturday,FALSE,Valid,Valid,Valid
25-12-2011 00:00,NO,NO,1,4.5,2,70.5,10,303,451,754,Sunday,FALSE,Valid,Valid,Valid
26-12-2011 00:00,YES,YES,1,8,5,46,16,430,887,1317,Monday,FALSE,Valid,Valid,Valid
27-12-2011 00:00,NO,YES,2,7,5.5,81.5,9,103,1059,1162,Tuesday,FALSE,Valid,Valid,Valid
28-12-2011 00:00,NO,YES,1,7,3,46,17,255,2047,2302,Wednesday,FALSE,Valid,Valid,Valid
29-12-2011 00:00,NO,YES,1,4.5,3,58.5,8,254,2169,2423,Thursday,FALSE,Valid,Valid,Valid
30-12-2011 00:00,NO,YES,1,8,5,66,7,491,2508,2999,Friday,FALSE,Valid,Valid,Valid
31-12-2011 00:00,NO,NO,1,11,11,62,13,665,1820,2485,Saturday,FALSE,Valid,Valid,Valid
01-01-2012 00:00,NO,NO,1,11,11,65,17,686,1608,2294,Sunday,FALSE,Valid,Valid,Valid
02-01-2012 00:00,YES,YES,1,4,2,36.5,21,244,1707,1951,Monday,FALSE,Valid,Valid,Valid
03-01-2012 00:00,NO,YES,1,2,8,42.5,24,89,2147,2236,Tuesday,FALSE,Valid,Valid,Valid
04-01-2012 00:00,NO,YES,2,2,7,42.5,13,95,2273,2368,Wednesday,FALSE,Valid,Valid,Valid
05-01-2012 00:00,NO,YES,1,3.5,2,56,6,140,3132,3272,Thursday,FALSE,Valid,Valid,Valid
06-01-2012 00:00,NO,YES,1,9,7,50,12,307,3791,4098,Friday,FALSE,Valid,Valid,Valid
07-01-2012 00:00,NO,NO,1,10.5,9.5,45,13,1070,3451,4521,Saturday,FALSE,Valid,Valid,Valid
08-01-2012 00:00,NO,NO,1,7,5.5,49,14,599,2826,3425,Sunday,FALSE,Valid,Valid,Valid
09-01-2012 00:00,NO,YES,2,2,1,70,7,106,2270,2376,Monday,FALSE,Valid,Valid,Valid
10-01-2012 00:00,NO,YES,1,4,4,81,11,173,3425,3598,Tuesday,FALSE,Valid,Valid,Valid
11-01-2012 00:00,NO,YES,2,7,5,87,9,92,2085,2177,Wednesday,FALSE,Valid,Valid,Valid
12-01-2012 00:00,NO,YES,2,10,7.5,77,13,269,3828,4097,Thursday,FALSE,Valid,Valid,Valid
13-01-2012 00:00,NO,YES,1,4,2,46,24,174,3040,3214,Friday,FALSE,Valid,Valid,Valid
14-01-2012 00:00,NO,NO,1,2,5,47,15,333,2160,2493,Saturday,FALSE,Valid,Valid,Valid
15-01-2012 00:00,NO,NO,1,1,5,43,16,284,2027,2311,Sunday,FALSE,Valid,Valid,Valid
16-01-2012 00:00,YES,YES,1,4,2,54,19.5,217,2081,2298,Monday,FALSE,Valid,Valid,Valid
17-01-2012 00:00,NO,YES,2,11.5,10,74,22,127,2808,2935,Tuesday,FALSE,Valid,Valid,Valid
18-01-2012 00:00,NO,YES,1,6,2.5,42,27,109,3267,3376,Wednesday,TRUE,Valid,Valid,Valid
19-01-2012 00:00,NO,YES,1,3,2,48,17,130,3162,3292,Thursday,FALSE,Valid,Valid,Valid
20-01-2012 00:00,NO,YES,2,2,2,38,14,115,3048,3163,Friday,FALSE,Valid,Valid,Valid
21-01-2012 00:00,NO,NO,2,1,5,81,17,67,1234,1301,Saturday,FALSE,Valid,Valid,Valid
22-01-2012 00:00,NO,NO,2,1,5,80,13,196,1781,1977,Sunday,FALSE,Valid,Valid,Valid
23-01-2012 00:00,NO,YES,2,2,1,93,9,145,2287,2432,Monday,FALSE,Valid,Valid,Valid
24-01-2012 00:00,NO,YES,1,7,6,87,8,439,3900,4339,Tuesday,FALSE,Valid,Valid,Valid
25-01-2012 00:00,NO,YES,1,5.5,5,66,11,467,3803,4270,Wednesday,FALSE,Valid,Valid,Valid
26-01-2012 00:00,NO,YES,2,10,9.5,79,7,244,3831,4075,Thursday,FALSE,Valid,Valid,Valid
27-01-2012 00:00,NO,YES,2,12,12,57,22,269,3187,3456,Friday,FALSE,Valid,Valid,Valid
28-01-2012 00:00,NO,NO,1,6,4,53.5,14,775,3248,4023,Saturday,FALSE,Valid,Valid,Valid
29-01-2012 00:00,NO,NO,1,6,3,28.5,16,558,2685,3243,Sunday,FALSE,Valid,Valid,Valid
30-01-2012 00:00,NO,YES,1,4.5,3,43,13,126,3498,3624,Monday,FALSE,Valid,Valid,Valid
31-01-2012 00:00,NO,YES,1,12,12,39.5,18,324,4185,4509,Tuesday,FALSE,Valid,Valid,Valid
01-02-2012 00:00,NO,YES,1,14,14,52,11,304,4275,4579,Wednesday,FALSE,Valid,Valid,Valid
02-02-2012 00:00,NO,YES,2,11,11,67,10,190,3571,3761,Thursday,FALSE,Valid,Valid,Valid
03-02-2012 00:00,NO,YES,1,6.5,3.5,53,12,310,3841,4151,Friday,FALSE,Valid,Valid,Valid
04-02-2012 00:00,NO,NO,2,3,2,81,9,384,2448,2832,Saturday,FALSE,Valid,Valid,Valid
05-02-2012 00:00,NO,NO,2,4,1,65,11,318,2629,2947,Sunday,FALSE,Valid,Valid,Valid
06-02-2012 00:00,NO,YES,1,6,4,66,9,206,3578,3784,Monday,FALSE,Valid,Valid,Valid
07-02-2012 00:00,NO,YES,1,7.5,6.5,47.5,12,199,4176,4375,Tuesday,FALSE,Valid,Valid,Valid
08-02-2012 00:00,NO,YES,2,3,1,70,9,109,2693,2802,Wednesday,FALSE,Valid,Valid,Valid
09-02-2012 00:00,NO,YES,1,5,4,53,15,163,3667,3830,Thursday,FALSE,Valid,Valid,Valid
10-02-2012 00:00,NO,YES,2,6,4,56,9,227,3604,3831,Friday,FALSE,Valid,Valid,Valid
11-02-2012 00:00,NO,NO,3,2,1,81,17,192,1977,2169,Saturday,FALSE,Valid,Valid,Valid
12-02-2012 00:00,NO,NO,1,2,8,43,26,73,1456,1529,Sunday,FALSE,Valid,Valid,Valid
13-02-2012 00:00,NO,YES,1,4,5.5,46,9,94,3328,3422,Monday,FALSE,Valid,Valid,Valid
14-02-2012 00:00,NO,YES,2,7.5,6.5,50,7,135,3787,3922,Tuesday,FALSE,Valid,Valid,Valid
15-02-2012 00:00,NO,YES,1,8,6,54,11,141,4028,4169,Wednesday,FALSE,Valid,Valid,Valid
16-02-2012 00:00,NO,YES,2,7,6,76,6,74,2931,3005,Thursday,FALSE,Valid,Valid,Valid
17-02-2012 00:00,NO,YES,1,9,6.5,45.5,13,349,3805,4154,Friday,FALSE,Valid,Valid,Valid
18-02-2012 00:00,NO,NO,1,8.5,5.5,44,15,1435,2883,4318,Saturday,FALSE,Valid,Valid,Valid
19-02-2012 00:00,NO,NO,2,4.5,2,52,17,618,2071,2689,Sunday,FALSE,Valid,Valid,Valid
20-02-2012 00:00,YES,YES,1,4,4,48,15,502,2627,3129,Monday,FALSE,Valid,Valid,Valid
21-02-2012 00:00,NO,YES,1,7,3.5,65,14,163,3614,3777,Tuesday,FALSE,Valid,Valid,Valid
22-02-2012 00:00,NO,YES,1,12.5,12.5,57,18,394,4379,4773,Wednesday,FALSE,Valid,Valid,Valid
23-02-2012 00:00,NO,YES,1,13,13,55,13,516,4546,5062,Thursday,FALSE,Valid,Valid,Valid
24-02-2012 00:00,NO,YES,2,11,11,79.5,12,246,3241,3487,Friday,FALSE,Valid,Valid,Valid
25-02-2012 00:00,NO,NO,1,6,2,40,28,317,2415,2732,Saturday,TRUE,Valid,Valid,Valid
26-02-2012 00:00,NO,NO,1,4.5,3,42,15,515,2874,3389,Sunday,FALSE,Valid,Valid,Valid
27-02-2012 00:00,NO,YES,1,11,11,45,17,253,4069,4322,Monday,FALSE,Valid,Valid,Valid
28-02-2012 00:00,NO,YES,1,8.5,7,39.5,9,229,4134,4363,Tuesday,FALSE,Valid,Valid,Valid
29-02-2012 00:00,NO,YES,2,9,6,87,9,65,1769,1834,Wednesday,FALSE,Valid,Valid,Valid
01-03-2012 00:00,NO,YES,1,14,14,50,15,325,4665,4990,Thursday,FALSE,Valid,Valid,Valid
02-03-2012 00:00,NO,YES,2,9,7,71,11,246,2948,3194,Friday,FALSE,Valid,Valid,Valid
03-03-2012 00:00,NO,NO,2,11,11,51,11,956,3110,4066,Saturday,FALSE,Valid,Valid,Valid
04-03-2012 00:00,NO,NO,1,7,2.5,42.5,21,710,2713,3423,Sunday,FALSE,Valid,Valid,Valid
05-03-2012 00:00,NO,YES,1,3,1.5,54.5,14,203,3130,3333,Monday,FALSE,Valid,Valid,Valid
06-03-2012 00:00,NO,YES,1,5,4,48.5,15,221,3735,3956,Tuesday,FALSE,Valid,Valid,Valid
07-03-2012 00:00,NO,YES,1,13,13,57,22,432,4484,4916,Wednesday,FALSE,Valid,Valid,Valid
08-03-2012 00:00,NO,YES,1,19,19,51,30,486,4896,5382,Thursday,TRUE,Valid,Valid,Valid
09-03-2012 00:00,NO,YES,2,10,7,34,26,447,4122,4569,Friday,FALSE,Valid,Valid,Valid
10-03-2012 00:00,NO,NO,1,4,3,41,17,968,3150,4118,Saturday,FALSE,Valid,Valid,Valid
11-03-2012 00:00,NO,NO,1,10.5,10,50,15,1658,3253,4911,Sunday,FALSE,Valid,Valid,Valid
12-03-2012 00:00,NO,YES,1,16.5,16.5,50,14,838,4460,5298,Monday,FALSE,Valid,Valid,Valid
13-03-2012 00:00,NO,YES,1,18.5,18.5,60,15,762,5085,5847,Tuesday,FALSE,Valid,Valid,Valid
14-03-2012 00:00,NO,YES,1,19,19,46,7,997,5315,6312,Wednesday,FALSE,Valid,Valid,Valid
15-03-2012 00:00,NO,YES,1,17,17,61.5,8,1005,5187,6192,Thursday,FALSE,Valid,Valid,Valid
16-03-2012 00:00,NO,YES,2,13,13,88,6,548,3830,4378,Friday,FALSE,Valid,Valid,Valid
17-03-2012 00:00,NO,NO,2,17,17,77,7,3155,4681,7836,Saturday,FALSE,Valid,Valid,Valid
18-03-2012 00:00,NO,NO,2,14,14,82,9,2207,3685,5892,Sunday,FALSE,Valid,Valid,Valid
19-03-2012 00:00,NO,YES,1,19,19,72.5,11,982,5171,6153,Monday,FALSE,Valid,Valid,Valid
20-03-2012 00:00,NO,YES,1,18,18,83,9,1051,5042,6093,Tuesday,FALSE,Valid,Valid,Valid
21-03-2012 00:00,NO,YES,2,17,17,83,6,1122,5108,6230,Wednesday,FALSE,Valid,Valid,Valid
22-03-2012 00:00,NO,YES,1,19.5,19.5,80.5,6.5,1334,5537,6871,Thursday,FALSE,Valid,Valid,Valid
23-03-2012 00:00,NO,YES,2,21,21,69,7,2469,5893,8362,Friday,FALSE,Valid,Valid,Valid
24-03-2012 00:00,NO,NO,2,16,16,94,13,1033,2339,3372,Saturday,FALSE,Valid,Valid,Valid
25-03-2012 00:00,NO,NO,2,12,12,88,16,1532,3464,4996,Sunday,FALSE,Valid,Valid,Valid
26-03-2012 00:00,NO,YES,1,13.5,13.5,32.5,30,795,4763,5558,Monday,TRUE,Valid,Valid,Valid
27-03-2012 00:00,NO,YES,1,7,5,31,13,531,4571,5102,Tuesday,FALSE,Valid,Valid,Valid
28-03-2012 00:00,NO,YES,1,18,18,46,20,674,5024,5698,Wednesday,FALSE,Valid,Valid,Valid
29-03-2012 00:00,NO,YES,1,15.5,15.5,44,20,834,5299,6133,Thursday,FALSE,Valid,Valid,Valid
30-03-2012 00:00,NO,YES,2,9.5,8.5,57.5,10,796,4663,5459,Friday,FALSE,Valid,Valid,Valid
31-03-2012 00:00,NO,NO,2,11,11,76,17,2301,3934,6235,Saturday,FALSE,Valid,Valid,Valid
01-04-2012 00:00,NO,NO,2,12.5,12.5,71.5,11,2347,3694,6041,Sunday,FALSE,Valid,Valid,Valid
02-04-2012 00:00,NO,YES,1,13,13,44,20,1208,4728,5936,Monday,FALSE,Valid,Valid,Valid
03-04-2012 00:00,NO,YES,1,15.5,15.5,42,6,1348,5424,6772,Tuesday,FALSE,Valid,Valid,Valid
04-04-2012 00:00,NO,YES,1,19,19,46,13,1058,5378,6436,Wednesday,FALSE,Valid,Valid,Valid
05-04-2012 00:00,NO,YES,1,12,12,38,13,1192,5265,6457,Thursday,FALSE,Valid,Valid,Valid
06-04-2012 00:00,NO,YES,1,11.5,11.5,35,21,1807,4653,6460,Friday,FALSE,Valid,Valid,Valid
07-04-2012 00:00,NO,NO,1,13.5,13.5,23.5,17,3252,3605,6857,Saturday,FALSE,Valid,Valid,Valid
08-04-2012 00:00,NO,NO,1,16,16,25.5,15,2230,2939,5169,Sunday,FALSE,Valid,Valid,Valid
09-04-2012 00:00,NO,YES,1,14.5,14.5,31,24,905,4680,5585,Monday,FALSE,Valid,Valid,Valid
10-04-2012 00:00,NO,YES,1,12.5,12.5,37.5,14,819,5099,5918,Tuesday,FALSE,Valid,Valid,Valid
11-04-2012 00:00,NO,YES,1,8,5,49,20,482,4380,4862,Wednesday,FALSE,Valid,Valid,Valid
12-04-2012 00:00,NO,YES,1,12,12,39.5,19,663,4746,5409,Thursday,FALSE,Valid,Valid,Valid
13-04-2012 00:00,NO,YES,1,13,13,39.5,11,1252,5146,6398,Friday,FALSE,Valid,Valid,Valid
14-04-2012 00:00,NO,NO,1,18,18,52,11,2795,4665,7460,Saturday,FALSE,Valid,Valid,Valid
15-04-2012 00:00,NO,NO,1,22.5,22.5,51,17,2846,4286,7132,Sunday,FALSE,Valid,Valid,Valid
